sequence number,RSSI,send time,content
107,-53,19:08:29,$00168#00000107#-053#1679742509078#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.30 RSRQ:-8.30 TAC:616 Id:381 EARFCN:1209 PWR:-53.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
108,-53,19:08:57,$00168#00000108#-053#1679742537576#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.70 RSRQ:-9.00 TAC:616 Id:381 EARFCN:1209 PWR:-50.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
109,-53,19:09:26,$00168#00000109#-053#1679742566076#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.00 RSRQ:-8.50 TAC:616 Id:381 EARFCN:1209 PWR:-51.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
110,-53,19:09:54,$00168#00000110#-053#1679742594575#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.60 RSRQ:-8.20 TAC:616 Id:381 EARFCN:1209 PWR:-51.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
111,-51,19:10:23,$00168#00000111#-051#1679742623072#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.60 RSRQ:-8.30 TAC:616 Id:381 EARFCN:1209 PWR:-50.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
112,-51,19:10:51,$00168#00000112#-051#1679742651567#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.60 RSRQ:-8.50 TAC:616 Id:381 EARFCN:1209 PWR:-50.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
113,-51,19:11:20,$00168#00000113#-051#1679742680062#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.70 RSRQ:-9.20 TAC:616 Id:381 EARFCN:1209 PWR:-52.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
114,-51,19:11:48,$00168#00000114#-051#1679742708559#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.90 RSRQ:-9.20 TAC:616 Id:381 EARFCN:1209 PWR:-50.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
115,-53,19:12:17,$00168#00000115#-053#1679742737042#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.00 RSRQ:-7.10 TAC:616 Id:381 EARFCN:1209 PWR:-53.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
116,-53,19:12:45,$00168#00000116#-053#1679742765538#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.80 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-50.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
117,-51,19:13:14,$00168#00000117#-051#1679742794032#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.20 RSRQ:-8.30 TAC:616 Id:381 EARFCN:1209 PWR:-53.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
118,-53,19:13:42,$00168#00000118#-053#1679742822531#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.80 RSRQ:-8.90 TAC:616 Id:381 EARFCN:1209 PWR:-52.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
119,-51,19:14:11,$00168#00000119#-051#1679742851029#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.00 RSRQ:-9.50 TAC:616 Id:381 EARFCN:1209 PWR:-50.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
120,-53,19:14:39,$00168#00000120#-053#1679742879514#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.00 RSRQ:-8.30 TAC:616 Id:381 EARFCN:1209 PWR:-51.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
121,-53,19:15:08,$00168#00000121#-053#1679742908011#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-8.60 TAC:616 Id:381 EARFCN:1209 PWR:-52.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
122,-53,19:15:36,$00168#00000122#-053#1679742936504#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.60 RSRQ:-8.20 TAC:616 Id:381 EARFCN:1209 PWR:-52.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
123,-53,19:16:05,$00168#00000123#-053#1679742965001#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.20 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-51.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
124,-55,19:16:33,$00168#00000124#-055#1679742993483#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.50 RSRQ:-8.50 TAC:616 Id:381 EARFCN:1209 PWR:-53.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
125,-53,19:17:01,$00168#00000125#-053#1679743021982#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.30 RSRQ:-9.70 TAC:616 Id:381 EARFCN:1209 PWR:-50.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
126,-53,19:17:30,$00168#00000126#-053#1679743050487#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.90 RSRQ:-8.60 TAC:616 Id:381 EARFCN:1209 PWR:-53.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
127,-51,19:17:59,$00168#00000127#-051#1679743079001#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.30 RSRQ:-8.60 TAC:616 Id:381 EARFCN:1209 PWR:-50.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
128,-53,19:18:27,$00168#00000128#-053#1679743107498#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-9.40 TAC:616 Id:381 EARFCN:1209 PWR:-51.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
129,-53,19:18:55,$00168#00000129#-053#1679743135996#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-8.80 TAC:616 Id:381 EARFCN:1209 PWR:-51.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
130,-53,19:19:24,$00168#00000130#-053#1679743164493#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.20 RSRQ:-8.50 TAC:616 Id:381 EARFCN:1209 PWR:-51.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
131,-51,19:19:52,$00168#00000131#-051#1679743192997#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.90 RSRQ:-9.20 TAC:616 Id:381 EARFCN:1209 PWR:-51.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
132,-51,19:20:21,$00168#00000132#-051#1679743221505#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.30 RSRQ:-9.40 TAC:616 Id:381 EARFCN:1209 PWR:-52.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
133,-53,19:20:50,$00168#00000133#-053#1679743250023#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.10 RSRQ:-8.10 TAC:616 Id:381 EARFCN:1209 PWR:-52.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
134,-51,19:21:18,$00168#00000134#-051#1679743278511#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.70 RSRQ:-7.30 TAC:616 Id:381 EARFCN:1209 PWR:-52.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
135,-51,19:21:47,$00168#00000135#-051#1679743307008#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.50 RSRQ:-9.40 TAC:616 Id:381 EARFCN:1209 PWR:-51.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
136,-53,19:22:15,$00168#00000136#-053#1679743335506#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.90 RSRQ:-8.90 TAC:616 Id:381 EARFCN:1209 PWR:-51.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
137,-53,19:22:44,$00168#00000137#-053#1679743364002#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.70 RSRQ:-8.10 TAC:616 Id:381 EARFCN:1209 PWR:-51.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
138,-55,19:23:12,$00168#00000138#-055#1679743392506#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.30 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-52.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
139,-53,19:23:41,$00168#00000139#-053#1679743421023#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.90 RSRQ:-9.50 TAC:616 Id:381 EARFCN:1209 PWR:-51.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
140,-53,19:24:09,$00168#00000140#-053#1679743449530#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.70 RSRQ:-8.50 TAC:616 Id:381 EARFCN:1209 PWR:-50.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
141,-53,19:24:38,$00168#00000141#-053#1679743478035#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.90 RSRQ:-8.20 TAC:616 Id:381 EARFCN:1209 PWR:-51.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
142,-51,19:25:06,$00168#00000142#-051#1679743506513#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.70 RSRQ:-8.50 TAC:616 Id:381 EARFCN:1209 PWR:-50.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
143,-51,19:25:35,$00168#00000143#-051#1679743535000#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.00 RSRQ:-9.60 TAC:616 Id:381 EARFCN:1209 PWR:-50.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
144,-51,19:26:03,$00168#00000144#-051#1679743563499#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.80 RSRQ:-8.60 TAC:616 Id:381 EARFCN:1209 PWR:-50.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
145,-51,19:26:32,$00168#00000145#-051#1679743592003#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.80 RSRQ:-9.30 TAC:616 Id:381 EARFCN:1209 PWR:-50.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
146,-51,19:27:00,$00168#00000146#-051#1679743620521#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.30 RSRQ:-7.80 TAC:616 Id:381 EARFCN:1209 PWR:-51.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
147,-51,19:27:29,$00169#00000147#-051#1679743649044#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.30 RSRQ:-10.90 TAC:616 Id:381 EARFCN:1209 PWR:-50.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
148,-51,19:27:57,$00168#00000148#-051#1679743677561#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.70 RSRQ:-8.80 TAC:616 Id:381 EARFCN:1209 PWR:-50.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
149,-51,19:28:26,$00168#00000149#-051#1679743706067#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.00 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-50.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
150,-51,19:28:54,$00168#00000150#-051#1679743734582#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.90 RSRQ:-8.30 TAC:616 Id:381 EARFCN:1209 PWR:-50.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
151,-51,19:29:23,$00168#00000151#-051#1679743763080#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.80 RSRQ:-9.30 TAC:616 Id:381 EARFCN:1209 PWR:-49.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
152,-51,19:29:51,$00168#00000152#-051#1679743791588#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.00 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-50.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
153,-51,19:30:20,$00168#00000153#-051#1679743820097#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.20 RSRQ:-7.40 TAC:616 Id:381 EARFCN:1209 PWR:-52.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
154,-51,19:30:48,$00169#00000154#-051#1679743848596#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.40 RSRQ:-10.00 TAC:616 Id:381 EARFCN:1209 PWR:-49.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
155,-51,19:31:17,$00168#00000155#-051#1679743877102#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.70 RSRQ:-8.30 TAC:616 Id:381 EARFCN:1209 PWR:-51.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
156,-51,19:31:45,$00168#00000156#-051#1679743905589#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.30 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-50.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
157,-51,19:32:14,$00168#00000157#-051#1679743934076#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.90 RSRQ:-9.70 TAC:616 Id:381 EARFCN:1209 PWR:-50.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
158,-51,19:32:42,$00168#00000158#-051#1679743962588#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.30 RSRQ:-8.50 TAC:616 Id:381 EARFCN:1209 PWR:-50.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
159,-51,19:33:11,$00168#00000159#-051#1679743991097#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.00 RSRQ:-8.30 TAC:616 Id:381 EARFCN:1209 PWR:-49.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
160,-51,19:33:39,$00168#00000160#-051#1679744019599#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.30 RSRQ:-9.50 TAC:616 Id:381 EARFCN:1209 PWR:-50.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
161,-51,19:34:08,$00168#00000161#-051#1679744048113#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-65.70 RSRQ:-8.40 TAC:616 Id:381 EARFCN:1209 PWR:-49.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
162,-51,19:34:36,$00168#00000162#-051#1679744076621#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.30 RSRQ:-8.20 TAC:616 Id:381 EARFCN:1209 PWR:-50.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
163,-51,19:35:05,$00168#00000163#-051#1679744105117#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.50 RSRQ:-8.50 TAC:616 Id:381 EARFCN:1209 PWR:-50.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
164,-51,19:35:33,$00168#00000164#-051#1679744133631#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.70 RSRQ:-7.40 TAC:616 Id:381 EARFCN:1209 PWR:-51.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
165,-53,19:36:02,$00168#00000165#-053#1679744162132#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.40 RSRQ:-9.50 TAC:616 Id:381 EARFCN:1209 PWR:-50.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
166,-53,19:36:30,$00168#00000166#-053#1679744190638#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.10 RSRQ:-8.60 TAC:616 Id:381 EARFCN:1209 PWR:-50.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
167,-51,19:36:59,$00168#00000167#-051#1679744219142#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.00 RSRQ:-8.20 TAC:616 Id:381 EARFCN:1209 PWR:-51.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
168,-53,19:37:27,$00168#00000168#-053#1679744247646#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.50 RSRQ:-7.50 TAC:616 Id:381 EARFCN:1209 PWR:-52.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
169,-51,19:37:56,$00168#00000169#-051#1679744276152#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.50 RSRQ:-8.10 TAC:616 Id:381 EARFCN:1209 PWR:-50.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
170,-51,19:38:24,$00168#00000170#-051#1679744304658#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-65.60 RSRQ:-8.10 TAC:616 Id:381 EARFCN:1209 PWR:-49.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
171,-51,19:38:53,$00168#00000171#-051#1679744333149#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.50 RSRQ:-8.10 TAC:616 Id:381 EARFCN:1209 PWR:-50.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
172,-51,19:39:21,$00168#00000172#-051#1679744361656#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.40 RSRQ:-8.50 TAC:616 Id:381 EARFCN:1209 PWR:-51.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
173,-53,19:39:50,$00168#00000173#-053#1679744390157#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.80 RSRQ:-8.50 TAC:616 Id:381 EARFCN:1209 PWR:-51.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
174,-51,19:40:18,$00168#00000174#-051#1679744418649#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.30 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-50.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
175,-53,19:40:47,$00168#00000175#-053#1679744447148#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.90 RSRQ:-7.40 TAC:616 Id:381 EARFCN:1209 PWR:-51.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
176,-51,19:41:15,$00168#00000176#-051#1679744475648#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.70 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-49.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
177,-51,19:41:44,$00168#00000177#-051#1679744504151#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.20 RSRQ:-7.20 TAC:616 Id:381 EARFCN:1209 PWR:-52.22 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
178,-51,19:42:12,$00168#00000178#-051#1679744532657#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.80 RSRQ:-8.90 TAC:616 Id:381 EARFCN:1209 PWR:-50.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
179,-53,19:42:41,$00169#00000179#-053#1679744561161#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.30 RSRQ:-10.70 TAC:616 Id:381 EARFCN:1209 PWR:-48.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
180,-51,19:43:09,$00168#00000180#-051#1679744589656#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.10 RSRQ:-8.80 TAC:616 Id:381 EARFCN:1209 PWR:-50.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
181,-53,19:43:38,$00168#00000181#-053#1679744618163#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.20 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-51.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
182,-53,19:44:06,$00169#00000182#-053#1679744646647#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-69.10 RSRQ:-10.20 TAC:616 Id:381 EARFCN:1209 PWR:-51.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
183,-51,19:44:35,$00168#00000183#-051#1679744675132#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.00 RSRQ:-8.70 TAC:616 Id:381 EARFCN:1209 PWR:-50.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
184,-51,19:45:03,$00168#00000184#-051#1679744703638#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.60 RSRQ:-8.70 TAC:616 Id:381 EARFCN:1209 PWR:-50.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
185,-51,19:45:32,$00168#00000185#-051#1679744732142#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.00 RSRQ:-7.10 TAC:616 Id:381 EARFCN:1209 PWR:-51.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
186,-51,19:46:00,$00168#00000186#-051#1679744760642#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.10 RSRQ:-8.60 TAC:616 Id:381 EARFCN:1209 PWR:-49.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
187,-51,19:46:29,$00168#00000187#-051#1679744789137#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.70 RSRQ:-9.00 TAC:616 Id:381 EARFCN:1209 PWR:-49.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
188,-51,19:46:57,$00168#00000188#-051#1679744817637#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.10 RSRQ:-9.40 TAC:616 Id:381 EARFCN:1209 PWR:-49.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
189,-51,19:47:26,$00168#00000189#-051#1679744846133#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.40 RSRQ:-9.10 TAC:616 Id:381 EARFCN:1209 PWR:-49.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
190,-51,19:47:54,$00168#00000190#-051#1679744874632#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-65.90 RSRQ:-9.40 TAC:616 Id:381 EARFCN:1209 PWR:-48.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
191,-51,19:48:23,$00169#00000191#-051#1679744903132#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.90 RSRQ:-10.70 TAC:616 Id:381 EARFCN:1209 PWR:-48.42 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
192,-51,19:48:51,$00168#00000192#-051#1679744931618#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.80 RSRQ:-9.20 TAC:616 Id:381 EARFCN:1209 PWR:-49.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
193,-51,19:49:20,$00168#00000193#-051#1679744960106#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.90 RSRQ:-8.30 TAC:616 Id:381 EARFCN:1209 PWR:-50.82 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
194,-51,19:49:48,$00168#00000194#-051#1679744988602#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.10 RSRQ:-9.70 TAC:616 Id:381 EARFCN:1209 PWR:-49.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
195,-53,19:50:17,$00168#00000195#-053#1679745017101#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.90 RSRQ:-9.20 TAC:616 Id:381 EARFCN:1209 PWR:-49.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
196,-51,19:50:45,$00168#00000196#-051#1679745045600#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.70 RSRQ:-8.90 TAC:616 Id:381 EARFCN:1209 PWR:-50.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
197,-51,19:51:14,$00168#00000197#-051#1679745074099#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.20 RSRQ:-8.90 TAC:616 Id:381 EARFCN:1209 PWR:-49.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
198,-53,19:51:42,$00168#00000198#-053#1679745102596#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.00 RSRQ:-9.60 TAC:616 Id:381 EARFCN:1209 PWR:-50.62 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
199,-51,19:52:11,$00168#00000199#-051#1679745131091#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.00 RSRQ:-9.20 TAC:616 Id:381 EARFCN:1209 PWR:-50.02 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
200,-51,19:52:39,$00168#00000200#-051#1679745159593#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.40 RSRQ:-8.30 TAC:616 Id:381 EARFCN:1209 PWR:-50.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
201,-51,19:53:08,$00168#00000201#-051#1679745188091#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.10 RSRQ:-9.20 TAC:616 Id:381 EARFCN:1209 PWR:-50.12 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
202,-51,19:53:36,$00168#00000202#-051#1679745216589#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.50 RSRQ:-8.20 TAC:616 Id:381 EARFCN:1209 PWR:-50.52 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
203,-51,19:54:05,$00168#00000203#-051#1679745245089#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.00 RSRQ:-7.90 TAC:616 Id:381 EARFCN:1209 PWR:-50.32 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
204,-51,19:54:33,$00168#00000204#-051#1679745273589#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-66.20 RSRQ:-8.70 TAC:616 Id:381 EARFCN:1209 PWR:-49.72 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
205,-51,19:55:02,$00168#00000205#-051#1679745302088#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-67.00 RSRQ:-9.30 TAC:616 Id:381 EARFCN:1209 PWR:-49.92 PAGING:256 CID:0xB187623 BAND:3 BW:20000?
