sequence number,RSSI,send time,content
111,-77,14:59:02,$00170#00000111#-077#1680073142783#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-101.10 RSRQ:-18.00 TAC:608 Id:212 EARFCN:1209 PWR:-75.32 PAGING:256 CID:0xB26E022 BAND:3 BW:20000?
112,-65,14:59:31,$00170#00000112#-065#1680073171288#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-110.20 RSRQ:-39.80 TAC:608 Id:212 EARFCN:1209 PWR:-62.62 PAGING:256 CID:0xB26E022 BAND:3 BW:20000?
113,-61,14:59:59,$00158#00000113#-061#1680073199798#+SQNMONI: Cc: Nc: RSRP:-180.10 RSRQ:-113.60 TAC:638 Id:142 EARFCN:1209 PWR:-58.72 PAGING:256 CID:0xB42C422 BAND:3 BW:20000?
114,-61,15:00:28,$00036#00000114#-061#1680073228279#?
115,-65,15:00:56,$00036#00000115#-065#1680073256767#?
116,-59,15:01:25,$00167#00000116#-059#1680073285281#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-71.80 RSRQ:-6.50 TAC:638 Id:71 EARFCN:3716 PWR:-57.52 PAGING:256 CID:0xB265E27 BAND:8 BW:20000?
117,-77,15:01:53,$00169#00000117#-077#1680073313791#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-180.10 RSRQ:-97.30 TAC:638 Id:71 EARFCN:3716 PWR:-75.02 PAGING:256 CID:0xB265E27 BAND:8 BW:20000?
118,-77,15:02:22,$00157#00000118#-077#1680073342299#+SQNMONI: Cc: Nc: RSRP:-116.80 RSRQ:-34.60 TAC:638 Id:416 EARFCN:3716 PWR:-74.42 PAGING:256 CID:0xB264026 BAND:8 BW:20000?
119,-77,15:02:50,$00036#00000119#-077#1680073370779#?
120,-77,15:03:19,$00036#00000120#-077#1680073399274#?
121,-77,15:03:47,$00036#00000121#-077#1680073427772#?
122,-77,15:04:16,$00036#00000122#-077#1680073456261#?
123,-77,15:04:44,$00036#00000123#-077#1680073484757#?
124,-77,15:05:13,$00036#00000124#-077#1680073513243#?
125,-77,15:05:41,$00036#00000125#-077#1680073541740#?
